external_ref,oem,model,chemistry,rated_capacity_kwh,nominal_voltage,manufacture_date,source_city,source_state,lat,lng,cycle_count,capacity_now_kwh,avg_temp_c,max_temp_c,thermal_stress_hours,internal_resistance_mohm,ir_growth_pct,coulombic_efficiency,fade_rate,fade_acceleration,cv_phase_fraction,voltage_slope,voltage_variance,discharge_efficiency
BAT-0763,Fleet Operator A (3W),VoltPack-6900,LCO,6.9,48.0,2022-02-27,Mumbai,Maharashtra,19.1892,72.9111,1236,4.39,38.0,62.8,130.4,44.6,22.9,0.9878,2.645,0.03,0.356,0.237,0.082,0.9182
BAT-0764,Fleet Operator B (2W),VoltPack-3700,LFP,3.7,60.0,2024-03-20,Bengaluru,Karnataka,12.8385,77.6681,352,3.45,26.1,39.0,7.3,19.8,6.2,0.9975,1.6,0.005,0.132,0.088,0.0105,0.9815
BAT-0765,Fleet Operator B (2W),VoltPack-3900,LFP,3.9,52.0,2023-12-11,Nagpur,Maharashtra,21.0427,79.2182,1096,2.37,30.6,43.0,83.1,21.2,37.9,0.9869,3.844,0.029,0.376,0.251,0.1549,0.9123
BAT-0766,Fleet Operator C (2W),VoltPack-3700,LFP,3.7,52.0,2023-12-21,New Delhi,Delhi,28.5154,77.1094,753,2.5,37.2,40.2,58.4,23.7,29.3,0.9891,3.795,0.036,0.326,0.218,0.0522,0.9265
BAT-0767,Fleet Operator A (2W),VoltPack-4000,NMC,4.0,60.0,2023-05-01,Chennai,Tamil Nadu,13.0579,80.1615,1127,2.75,38.0,53.9,69.0,27.1,70.2,0.9895,3.263,0.011,0.316,0.211,0.086,0.9294
BAT-0768,Fleet Operator A (3W),VoltPack-6900,NMC,6.9,60.0,2023-01-23,Mumbai,Maharashtra,19.0334,72.7752,1131,5.45,31.6,52.6,39.5,17.3,50.4,0.9928,1.961,0.001,0.24,0.16,0.046,0.951
BAT-0769,Fleet Operator A (2W),VoltPack-3500,NMC,3.5,48.0,2022-10-02,Hyderabad,Telangana,17.4794,78.3452,1207,2.76,31.8,44.8,72.6,28.1,70.0,0.9928,1.812,0.074,0.24,0.16,0.0634,0.9509
BAT-0770,Fleet Operator A (2W),VoltPack-3800,NMC,3.8,48.0,2024-07-11,New Delhi,Delhi,28.7204,77.255,1078,2.44,36.3,47.8,45.8,44.3,54.0,0.988,3.51,0.015,0.352,0.234,0.1078,0.9193
BAT-0771,Fleet Operator A (2W),VoltPack-4100,NMC,4.1,60.0,2024-11-13,Pune,Maharashtra,18.5446,73.969,1398,3.15,29.7,51.8,10.0,18.3,31.7,0.9921,1.644,0.017,0.257,0.171,0.0344,0.9462
BAT-0772,Fleet Operator B (2W),VoltPack-3100,LCO,3.1,60.0,2024-04-04,Hyderabad,Telangana,17.3407,78.5345,1498,2.01,31.7,43.8,56.1,35.7,27.5,0.9882,2.066,0.014,0.345,0.23,0.0914,0.9212
BAT-0773,Fleet Operator A (2W),VoltPack-4200,NMC,4.2,60.0,2023-07-16,Hyderabad,Telangana,17.2763,78.3851,829,2.82,32.5,52.0,38.6,16.6,30.2,0.989,3.201,0.021,0.328,0.219,0.0847,0.926
BAT-0774,Fleet Operator A (3W),VoltPack-6600,NMC,6.6,48.0,2022-06-09,Ahmedabad,Gujarat,22.9173,72.5009,1864,2.99,31.6,47.5,66.2,33.2,42.6,0.985,2.37,0.075,0.42,0.28,0.1567,0.9
BAT-0775,Fleet Operator C (2W),VoltPack-4300,NMC,4.3,60.0,2024-07-17,Chennai,Tamil Nadu,13.0046,80.1481,1645,2.9,31.3,41.3,74.8,12.0,43.1,0.989,2.124,0.02,0.327,0.218,0.1096,0.9263
BAT-0776,Fleet Operator C (3W),VoltPack-5900,NMC,5.9,48.0,2024-04-25,Kochi,Kerala,9.8978,76.1333,423,4.56,34.6,40.0,54.1,44.9,24.5,0.9922,5.607,0.045,0.253,0.169,0.0714,0.9474
BAT-0777,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,48.0,2022-06-27,Jaipur,Rajasthan,26.8025,75.7513,1431,2.18,35.5,51.4,60.6,16.2,73.6,0.9886,2.315,0.024,0.338,0.225,0.0917,0.9233
BAT-0778,Fleet Operator A (3W),VoltPack-6000,NMC,6.0,48.0,2021-01-10,Ahmedabad,Gujarat,23.0728,72.6382,876,4.38,33.1,48.2,27.9,18.4,12.6,0.9908,3.41,0.008,0.285,0.19,0.0747,0.9382
BAT-0779,Fleet Operator B (2W),VoltPack-4400,NMC,4.4,52.0,2024-05-16,Hyderabad,Telangana,17.3012,78.3956,1483,3.14,29.3,44.2,12.7,19.6,49.2,0.9903,1.687,0.01,0.298,0.199,0.0743,0.9346
BAT-0780,Fleet Operator A (2W),VoltPack-3400,NMC,3.4,48.0,2023-02-11,Jaipur,Rajasthan,26.9743,75.7407,549,3.19,27.0,41.7,3.8,25.8,9.5,0.9977,0.891,0.04,0.128,0.085,0.0073,0.9828
BAT-0781,Fleet Operator A (3W),VoltPack-6900,NMC,6.9,48.0,2022-12-04,Ahmedabad,Gujarat,22.9158,72.6886,925,4.25,33.7,45.6,73.5,23.0,42.8,0.9871,4.042,0.022,0.371,0.247,0.0585,0.9139
BAT-0782,Fleet Operator A (2W),VoltPack-4300,NMC,4.3,52.0,2021-09-22,Hyderabad,Telangana,17.324,78.3615,1031,3.16,34.2,47.0,78.9,21.2,80.0,0.991,2.317,0.104,0.282,0.188,0.0487,0.9391
BAT-0783,Fleet Operator C (2W),VoltPack-4100,LCO,4.1,48.0,2021-03-07,Hyderabad,Telangana,17.2586,78.5897,1215,3.19,33.0,51.7,22.9,32.2,18.4,0.9924,1.656,0.014,0.249,0.166,0.079,0.9485
BAT-0784,Fleet Operator B (3W),VoltPack-5100,LFP,5.1,48.0,2024-11-21,Pune,Maharashtra,18.596,73.731,1081,3.85,35.3,46.8,45.7,33.1,18.1,0.9917,2.465,0.041,0.266,0.177,0.0724,0.9436
BAT-0785,Fleet Operator B (2W),VoltPack-3600,NMC,3.6,48.0,2023-03-01,Chennai,Tamil Nadu,13.013,80.129,670,2.25,34.6,52.0,86.4,40.2,17.5,0.9874,6.597,0.028,0.364,0.243,0.1041,0.9157
BAT-0786,Fleet Operator A (2W),VoltPack-3400,LFP,3.4,60.0,2024-09-23,Kochi,Kerala,9.9852,76.1665,1825,1.9,31.1,46.0,102.1,20.8,42.6,0.9852,2.8,0.027,0.414,0.276,0.113,0.9016
BAT-0787,Fleet Operator A (2W),VoltPack-3000,LFP,3.0,60.0,2023-03-06,New Delhi,Delhi,28.471,77.1884,480,2.57,31.2,48.8,25.1,41.1,36.5,0.995,3.28,0.004,0.19,0.127,0.0282,0.9652
BAT-0788,Fleet Operator A (4W),VoltPack-29600,NMC,29.6,96.0,2023-10-20,Bengaluru,Karnataka,12.9862,77.6883,1413,21.01,32.2,43.7,58.0,20.6,28.5,0.9902,1.895,0.111,0.3,0.2,0.0928,0.9339
BAT-0789,Fleet Operator B (3W),VoltPack-7800,NMC,7.8,48.0,2023-01-14,Ahmedabad,Gujarat,23.168,72.5682,1085,5.7,35.8,51.2,43.7,31.9,45.8,0.9909,2.689,0.01,0.284,0.189,0.0762,0.9385
BAT-0790,Fleet Operator C (2W),VoltPack-3400,LCO,3.4,52.0,2023-12-10,New Delhi,Delhi,28.7454,77.2153,1107,1.73,33.5,50.4,64.1,13.6,46.6,0.985,3.747,0.013,0.42,0.28,0.0745,0.9
BAT-0791,Fleet Operator B (4W),VoltPack-38200,LFP,38.2,96.0,2023-02-09,Bengaluru,Karnataka,12.9011,77.4839,1503,24.18,35.1,43.9,69.9,39.0,41.6,0.9877,2.227,0.017,0.358,0.239,0.1408,0.9176
BAT-0792,Fleet Operator B (4W),VoltPack-26600,NMC,26.6,96.0,2023-06-05,Ahmedabad,Gujarat,22.9404,72.5628,1359,14.47,38.4,52.9,103.0,23.7,57.7,0.985,3.716,0.014,0.42,0.28,0.1585,0.9
BAT-0793,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,60.0,2023-05-21,Mumbai,Maharashtra,19.005,73.0196,1504,2.58,38.0,48.8,53.4,24.9,64.5,0.9892,1.803,0.019,0.324,0.216,0.0645,0.9272
BAT-0794,Fleet Operator B (2W),VoltPack-4200,NMC,4.2,48.0,2024-04-06,Pune,Maharashtra,18.3773,73.7425,1093,3.09,31.3,41.3,50.6,15.6,47.2,0.991,2.461,0.017,0.28,0.187,0.0709,0.9395
BAT-0795,Fleet Operator B (3W),VoltPack-6400,NMC,6.4,48.0,2023-01-17,Pune,Maharashtra,18.5053,73.9906,1299,4.29,30.2,40.1,57.0,26.1,56.7,0.9889,2.197,0.034,0.33,0.22,0.09,0.9256
BAT-0796,Fleet Operator A (3W),VoltPack-5300,LFP,5.3,60.0,2023-09-18,Jaipur,Rajasthan,26.9514,75.8267,1115,3.83,35.6,46.9,42.8,27.4,12.9,0.9906,2.3,0.01,0.291,0.194,0.0616,0.9366
BAT-0797,Fleet Operator B (3W),VoltPack-7900,LFP,7.9,48.0,2021-05-10,Ahmedabad,Gujarat,22.9211,72.4867,463,6.38,30.5,45.2,8.3,13.1,15.1,0.9934,4.879,0.005,0.227,0.151,0.0533,0.9548
BAT-0798,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,48.0,2024-03-06,Bengaluru,Karnataka,12.8765,77.6133,1307,2.23,36.5,65.0,125.0,43.4,27.0,0.9905,1.991,0.009,0.292,0.195,0.0735,0.9361
BAT-0799,Fleet Operator B (2W),VoltPack-3100,NMC,3.1,48.0,2021-03-04,Pune,Maharashtra,18.387,73.9919,1741,1.77,37.9,43.6,108.7,14.8,38.3,0.9857,2.383,0.043,0.403,0.269,0.1522,0.9047
BAT-0800,Fleet Operator A (2W),VoltPack-3700,NMC,3.7,60.0,2024-02-02,Chennai,Tamil Nadu,13.1469,80.1823,573,2.7,30.7,48.0,31.5,42.2,24.3,0.9908,4.641,0.01,0.286,0.191,0.0746,0.938
BAT-0801,Fleet Operator A (2W),VoltPack-4100,NMC,4.1,52.0,2022-03-09,Hyderabad,Telangana,17.4938,78.6128,954,3.05,30.2,50.4,34.9,33.0,22.9,0.9913,2.635,0.018,0.275,0.183,0.0387,0.9411
BAT-0802,Fleet Operator B (2W),VoltPack-3000,NMC,3.0,60.0,2021-09-06,New Delhi,Delhi,28.5871,77.1296,1368,2.27,34.1,46.4,50.4,34.4,37.5,0.9917,1.762,0.101,0.265,0.177,0.0553,0.9438
BAT-0803,Fleet Operator A (3W),VoltPack-6900,NMC,6.9,60.0,2022-05-10,Jaipur,Rajasthan,27.039,75.6413,606,5.32,34.7,47.3,23.7,39.5,33.5,0.9922,3.904,0.019,0.254,0.169,0.0438,0.947
BAT-0804,Fleet Operator A (3W),VoltPack-6600,LFP,6.6,60.0,2023-03-19,Ahmedabad,Gujarat,23.0272,72.6669,1289,4.57,34.8,46.9,71.6,29.7,26.1,0.9896,2.328,0.041,0.314,0.209,0.0698,0.9301
BAT-0805,Fleet Operator C (2W),VoltPack-3100,NMC,3.1,48.0,2021-10-22,Pune,Maharashtra,18.65,73.7295,1051,1.76,31.4,47.0,73.4,21.3,49.7,0.9856,4.102,0.033,0.407,0.271,0.106,0.9037
BAT-0806,Fleet Operator A (3W),VoltPack-7800,NMC,7.8,60.0,2022-01-12,Bengaluru,Karnataka,12.8991,77.6817,504,7.08,30.8,39.8,2.1,26.1,9.6,0.9966,1.702,0.005,0.151,0.101,0.0143,0.9761
BAT-0807,Fleet Operator B (2W),VoltPack-3100,NMC,3.1,48.0,2023-03-17,Pune,Maharashtra,18.4632,73.9089,1770,2.11,32.0,43.7,74.2,20.2,31.2,0.9893,1.914,0.037,0.322,0.214,0.0935,0.9279
BAT-0808,Fleet Operator C (2W),VoltPack-4300,LFP,4.3,48.0,2021-07-09,Chennai,Tamil Nadu,13.0232,80.3557,813,3.49,29.9,49.3,15.9,39.9,15.6,0.9935,1.928,0.032,0.224,0.15,0.0273,0.9554
BAT-0809,Fleet Operator A (2W),VoltPack-4200,NMC,4.2,48.0,2023-02-09,Mumbai,Maharashtra,19.0141,72.8506,616,3.04,33.3,41.3,32.1,24.6,48.7,0.9906,5.021,0.029,0.29,0.193,0.1049,0.9369
BAT-0810,Fleet Operator C (3W),VoltPack-7000,NMC,7.0,48.0,2023-12-24,Pune,Maharashtra,18.3736,73.855,818,5.52,34.6,43.9,33.5,26.0,26.5,0.9928,2.39,0.031,0.241,0.16,0.0487,0.9508
BAT-0811,Fleet Operator A (3W),VoltPack-6100,NMC,6.1,48.0,2021-03-09,Jaipur,Rajasthan,26.857,75.8725,1601,3.83,32.4,47.8,50.0,32.2,38.0,0.9875,2.05,0.037,0.362,0.241,0.1357,0.9164
BAT-0812,Fleet Operator A (2W),VoltPack-3900,LFP,3.9,48.0,2023-06-09,Hyderabad,Telangana,17.4761,78.4241,705,2.76,33.5,43.0,34.3,38.9,31.4,0.9901,3.407,0.038,0.302,0.201,0.0737,0.9334
BAT-0813,Fleet Operator B (2W),VoltPack-3300,LFP,3.3,52.0,2021-02-28,Hyderabad,Telangana,17.2648,78.3442,1062,2.21,33.8,44.0,83.5,33.6,18.7,0.9889,3.159,0.005,0.33,0.22,0.1185,0.9254
BAT-0814,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,60.0,2024-04-20,New Delhi,Delhi,28.4646,77.3181,1056,2.44,32.5,50.4,30.6,34.8,30.0,0.988,3.218,0.014,0.35,0.233,0.101,0.9198
BAT-0815,Fleet Operator B (2W),VoltPack-4300,LFP,4.3,52.0,2021-11-26,Chennai,Tamil Nadu,13.0545,80.4087,1585,2.61,30.3,48.5,80.2,25.0,36.4,0.9869,2.666,0.008,0.377,0.251,0.1564,0.9122
BAT-0816,Fleet Operator B (2W),VoltPack-4100,NMC,4.1,48.0,2022-03-01,Mumbai,Maharashtra,19.2232,72.9879,365,3.87,30.8,41.0,6.4,17.2,10.7,0.9978,1.776,0.015,0.125,0.083,0.0059,0.9837
BAT-0817,Fleet Operator C (2W),VoltPack-3600,NMC,3.6,60.0,2021-07-28,Bengaluru,Karnataka,12.8554,77.5053,553,3.22,30.7,46.9,24.0,22.3,27.1,0.9961,2.232,0.029,0.163,0.108,0.0287,0.9729
BAT-0818,Fleet Operator C (2W),VoltPack-4200,NMC,4.2,48.0,2022-06-27,Pune,Maharashtra,18.4672,73.7978,1835,2.55,37.4,48.4,36.0,19.8,20.4,0.9869,1.969,0.035,0.377,0.251,0.061,0.9122
BAT-0819,Fleet Operator C (2W),VoltPack-3100,NMC,3.1,60.0,2022-10-06,Ahmedabad,Gujarat,23.0024,72.7118,1817,2.11,32.5,45.9,59.1,28.2,31.9,0.9892,1.562,0.035,0.323,0.215,0.0626,0.9276
BAT-0820,Fleet Operator C (4W),VoltPack-34200,LFP,34.2,96.0,2022-02-16,Bengaluru,Karnataka,12.8296,77.6158,759,27.63,29.1,42.0,28.1,43.3,11.9,0.9934,2.714,0.02,0.227,0.151,0.0494,0.9548
BAT-0821,Fleet Operator A (3W),VoltPack-5200,LCO,5.2,48.0,2023-08-06,Hyderabad,Telangana,17.356,78.5525,640,3.31,33.9,42.8,55.5,38.3,47.1,0.9878,5.21,0.016,0.354,0.236,0.1228,0.9186
BAT-0822,Fleet Operator C (3W),VoltPack-6000,NMC,6.0,48.0,2021-10-11,Bengaluru,Karnataka,13.0089,77.5259,639,4.36,33.6,44.7,57.4,26.6,22.6,0.9907,4.792,0.021,0.288,0.192,0.1034,0.9374
BAT-0823,Fleet Operator C (2W),VoltPack-4400,NMC,4.4,52.0,2022-07-20,Pune,Maharashtra,18.5521,73.985,1587,3.12,34.6,43.8,34.0,13.7,29.5,0.9902,1.981,0.009,0.301,0.201,0.0751,0.9337
BAT-0824,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,60.0,2023-12-10,Chennai,Tamil Nadu,13.0229,80.1784,786,2.84,33.8,40.5,44.2,30.3,18.5,0.9914,2.756,0.003,0.272,0.181,0.076,0.9419
BAT-0825,Fleet Operator A (2W),VoltPack-4400,NMC,4.4,60.0,2022-11-26,Hyderabad,Telangana,17.3781,78.533,1213,2.73,34.3,41.5,61.8,27.6,21.1,0.9873,3.559,0.115,0.367,0.245,0.096,0.9149
BAT-0826,Fleet Operator B (2W),VoltPack-3400,LFP,3.4,60.0,2021-09-14,Chennai,Tamil Nadu,13.1779,80.215,919,2.21,34.4,48.4,30.8,40.9,49.9,0.9883,3.613,0.023,0.345,0.23,0.093,0.9213
BAT-0827,Fleet Operator C (2W),VoltPack-3100,LFP,3.1,48.0,2021-04-16,Nagpur,Maharashtra,21.0523,79.0126,599,2.28,31.8,48.0,37.2,22.9,13.4,0.9911,5.134,0.106,0.28,0.187,0.0498,0.9397
BAT-0828,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,60.0,2024-10-17,Mumbai,Maharashtra,19.1715,72.7284,1251,3.05,32.3,47.2,30.1,44.7,48.4,0.9901,2.533,0.007,0.301,0.201,0.0524,0.9336
BAT-0829,Fleet Operator B (2W),VoltPack-4200,LFP,4.2,60.0,2024-12-03,Pune,Maharashtra,18.5098,73.7932,1760,2.85,33.9,49.3,73.6,28.7,38.4,0.9892,1.584,0.107,0.323,0.215,0.0737,0.9274
BAT-0830,Fleet Operator A (2W),VoltPack-4200,LFP,4.2,52.0,2022-10-19,Hyderabad,Telangana,17.3242,78.5059,841,3.32,40.2,63.4,103.1,13.7,27.9,0.9928,2.948,0.028,0.239,0.159,0.0505,0.9513
BAT-0831,Fleet Operator C (2W),VoltPack-4000,LFP,4.0,60.0,2021-02-12,Kochi,Kerala,9.8976,76.3445,1090,2.75,34.4,46.1,76.1,31.4,30.2,0.9894,2.356,0.033,0.318,0.212,0.0911,0.929
BAT-0832,Fleet Operator B (4W),VoltPack-31000,NMC,31.0,96.0,2022-08-04,Hyderabad,Telangana,17.3106,78.5422,1782,20.36,36.9,51.3,30.9,13.3,12.2,0.9885,2.126,0.015,0.34,0.227,0.0544,0.9227
BAT-0833,Fleet Operator A (2W),VoltPack-3500,NMC,3.5,52.0,2023-02-16,New Delhi,Delhi,28.4847,77.2009,782,2.19,37.6,50.2,23.7,18.1,20.4,0.9875,4.905,0.008,0.362,0.242,0.1365,0.9164
BAT-0834,Fleet Operator B (4W),VoltPack-37400,NMC,37.4,96.0,2022-02-23,New Delhi,Delhi,28.5038,77.1208,1686,17.67,32.4,51.8,67.3,29.0,32.4,0.985,3.143,0.014,0.42,0.28,0.0914,0.9
BAT-0835,Fleet Operator A (2W),VoltPack-4100,NMC,4.1,48.0,2021-04-02,Hyderabad,Telangana,17.4043,78.5938,1397,2.92,35.5,49.7,73.3,22.0,75.8,0.9902,2.445,0.076,0.299,0.199,0.0726,0.9343
BAT-0836,Fleet Operator A (2W),VoltPack-3200,LFP,3.2,60.0,2024-11-27,Pune,Maharashtra,18.4348,73.8875,1208,2.17,30.1,41.4,67.4,29.2,11.9,0.9892,2.742,0.014,0.323,0.216,0.0719,0.9274
BAT-0837,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,60.0,2024-06-03,Pune,Maharashtra,18.6035,73.7649,832,2.53,33.4,51.9,68.8,13.4,18.8,0.9888,4.776,0.02,0.333,0.222,0.0621,0.9245
BAT-0838,Fleet Operator C (2W),VoltPack-4300,LFP,4.3,52.0,2024-06-16,Lucknow,Uttar Pradesh,26.699,80.8377,1214,3.08,34.5,51.0,46.9,13.8,37.9,0.9904,2.425,0.024,0.296,0.197,0.0752,0.9352
BAT-0839,Fleet Operator C (2W),VoltPack-4100,NMC,4.1,60.0,2022-11-06,Jaipur,Rajasthan,27.0214,75.7188,440,3.59,31.9,46.9,5.7,19.0,25.1,0.9956,2.43,0.024,0.175,0.117,0.0237,0.9694
BAT-0840,Fleet Operator C (2W),VoltPack-3900,LFP,3.9,48.0,2022-04-07,Lucknow,Uttar Pradesh,26.7834,81.0766,1361,3.01,34.6,46.5,19.0,33.7,16.3,0.9922,1.421,0.009,0.254,0.169,0.0833,0.947
BAT-0841,Fleet Operator C (2W),VoltPack-4300,LFP,4.3,48.0,2022-05-01,Chennai,Tamil Nadu,13.1492,80.3698,981,2.97,37.2,51.5,43.9,16.9,13.6,0.9896,3.504,0.042,0.314,0.209,0.0843,0.9301
BAT-0842,Fleet Operator B (2W),VoltPack-3300,NMC,3.3,52.0,2023-04-16,Hyderabad,Telangana,17.2947,78.5124,1452,2.56,30.9,47.4,16.6,26.3,16.7,0.9923,1.405,0.005,0.251,0.168,0.0411,0.9478
BAT-0843,Fleet Operator B (2W),VoltPack-3600,LFP,3.6,48.0,2021-11-21,Bengaluru,Karnataka,12.9909,77.5157,1506,2.3,31.6,51.4,25.0,14.8,44.2,0.9879,2.295,0.104,0.354,0.236,0.1397,0.9188
BAT-0844,Fleet Operator C (2W),VoltPack-3100,NMC,3.1,48.0,2022-04-18,Pune,Maharashtra,18.4615,73.8987,1738,1.44,37.7,51.0,89.2,20.2,20.0,0.985,3.059,0.021,0.42,0.28,0.0809,0.9
BAT-0845,Fleet Operator A (2W),VoltPack-3400,LCO,3.4,52.0,2021-01-12,Bengaluru,Karnataka,12.9262,77.623,880,2.4,32.6,41.4,10.0,23.0,48.8,0.9901,3.833,0.032,0.303,0.202,0.1063,0.9332
BAT-0846,Fleet Operator A (3W),VoltPack-6400,LCO,6.4,60.0,2023-10-14,Kochi,Kerala,10.0001,76.1315,865,5.43,32.0,47.1,5.9,31.7,28.1,0.9947,1.66,0.018,0.196,0.131,0.0421,0.9635
BAT-0847,Fleet Operator B (2W),VoltPack-3900,NMC,3.9,48.0,2023-06-22,Jaipur,Rajasthan,27.0398,75.8285,1861,1.8,31.1,43.7,106.4,33.2,29.8,0.985,3.085,0.039,0.42,0.28,0.1356,0.9
BAT-0848,Fleet Operator B (2W),VoltPack-4300,LFP,4.3,48.0,2023-12-09,Nagpur,Maharashtra,21.2714,78.967,500,4.8,30,45,20,31.3,20,0.9915,5.486,0.037,0.27,0.18,0.0566,0.9425
BAT-0849,Fleet Operator B (2W),VoltPack-4100,LFP,4.1,52.0,2021-10-27,Nagpur,Maharashtra,40.7128,-74.006,500,3.08,30,45,20,41.8,20,0.9915,5.216,0.015,0.27,0.18,0.0742,0.9425
BAT-0850,Fleet Operator C (4W),VoltPack-33900,NCA,33.9,96.0,2023-07-03,Mumbai,Maharashtra,19.0011,72.9487,500,25.43,30,45,20,25.8,20,0.9915,4.781,0.006,0.27,0.18,0.044,0.9425
